AVAX/USDT,BCH/USDT,BONK/USDT,BTC/USDT,DOGE/USDT,ETH/USDT,LINK/USDT,NEAR/USDT,PEPE/USDT,SOL/USDT,WIF/USDT,XRP/USDT,ex_diff,probe_id,probe_time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"binance-binance, %",,1742241534.8788862
-0.0005282620179609,0.000293944738389,0.0,0.0002864836312486,-0.0001713893967093,0.0002369289882617,0.0,0.0003743916136278,-0.0013440860215053,0.0001539764416042,0.0,0.0002541403701977,"binance-bybit, %",,1742241534.8788862
0.0004226096143686,0.0005878894767783,-0.0005319148936169,0.0005710731558443,0.0006284277879341,0.0004944604972418,0.0012738853503185,0.0003743916136278,-0.000268817204301,0.0002309646624064,0.000787401574803,0.0005506374687619,"binance-okx, %",,1742241534.8788862
0.0001056524035921,0.000705467372134,0.000709219858156,0.0005154337729159,0.0002856489945155,0.0004172010445477,0.0007643312101911,0.000486709097716,-0.0012096774193548,0.0002694587728077,0.000787401574803,0.0004193316108263,"binance-kucoin, %",,1742241534.8788862
-0.0010565240359217,0.0001763668430335,0.0115248226950355,-7.896057109224851e-05,0.0002856489945155,-0.0002626821391597,0.0002830856334041,-0.0003743916136279,0.0,0.0002309646624064,0.0,0.0003812105552967,"binance-bitrue, %",,1742241534.8788862
-0.0005282620179609,0.0003233392122281,0.0,-1.728372320764124e-05,5.7129798903165e-05,-0.0001133138639512,0.0006369426751592,0.0003743916136278,-0.0006720430107526,0.0002309646624064,0.0005905511811022,0.0003685035367867,"binance-gateio, %",,1742241534.8788862
-0.0008557844690967,0.000293944738389,-3.546099290772899e-05,0.0002048002818429,0.0006227148080438,-5.15063017959779e-05,0.000622788393489,0.0005615874204416,-0.0002516129032258,0.0005327584879513,0.000787401574803,0.0002117836418315,"binance-htx, %",,1742241534.8788862
-5.282620179615542e-05,0.0007642563198118,-0.001241134751773,0.0001247742757586,0.00073697440585,-0.000324489701315,0.0,0.0027330587794832,-0.001021505376344,0.0002309646624064,-0.0015748031496063,0.0004828667033757,"binance-cryptocom, %",,1742241534.8788862
-0.0015847860538827,0.0005878894767783,0.0,-0.0001685754921067,0.0006855575868373,-0.0003656947427517,0.0,0.0007487832272556,0.0,0.0002309646624064,0.0,0.0004235672836629,"binance-mexc, %",,1742241534.8788862
-0.0005282620179609,0.000293944738389,0.000886524822695,-1.976973818962713e-05,-0.0002285191956125,-0.0003914478936497,0.0,-0.0007487832272557,0.0,7.698822080214725e-05,0.0,-4.235672836639037e-05,"binance-bitget, %",,1742241534.8788862
0.0005279831045407,-0.0002940311673036,0.0,-0.0002865657276388,0.0001713600274176,-0.0002369851369104,0.0,-0.0003745318352059,0.0013422818791946,-0.000154000154,0.0,-0.0002542049739439,"bybit-binance, %",,1742241534.8788862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bybit-bybit, %",,1742241534.8788862
0.0009503695881732,0.0002940311673038,-0.0005319148936169,0.0002846710781999,0.0007996801279488,0.00025759254012,0.0012738853503185,0.0,0.0010738255033556,7.700007700000697e-05,0.000787401574803,0.0002965724696013,"bybit-okx, %",,1742241534.8788862
0.0006335797254488,0.0004116436342253,0.000709219858156,0.0002290157509312,0.0004569600731135,0.0001803147780839,0.0007643312101911,0.0001123595505617,0.0001342281879194,0.0001155001155002,0.000787401574803,0.0001652332330635,"bybit-kucoin, %",,1742241534.8788862
-0.0005279831045405,-0.0001176124669213,0.0115248226950355,-0.0003655489261246,0.0004569600731135,-0.0004997295278328,0.0002830856334041,-0.000749063670412,0.0013422818791946,7.700007700000697e-05,0.0,0.000127102486972,"bybit-bitrue, %",,1742241534.8788862
0.0,2.940311673051381e-05,0.0,-0.0003038544037692,0.0002284800365568,-0.0003503258545632,0.0006369426751592,0.0,0.0006711409395973,7.700007700000697e-05,0.0005905511811022,0.0001143922382747,"bybit-gateio, %",,1742241534.8788862
-0.0003273495248151,0.0,-3.546099290772899e-05,-8.17067570541793e-05,0.0007939681270349,-0.0002885036449344,0.000622788393489,0.0001872659176028,0.0010910067114093,0.0003788403788404,0.000787401574803,-4.236749565723295e-05,"bybit-htx, %",,1742241534.8788862
0.0004751847940866,0.000470449867686,-0.001241134751773,-0.0001617556958491,0.0009082081453132,-0.0005615517374617,0.0,0.0023595505617977,0.0003221476510067,7.700007700000697e-05,-0.0015748031496063,0.0002287844765495,"bybit-cryptocom, %",,1742241534.8788862
-0.0010559662090812,0.0002940311673038,0.0,-0.0004551895277041,0.000856800137088,-0.0006027665438809,0.0,0.0003745318352059,0.0013422818791946,7.700007700000697e-05,0.0,0.0001694699826293,"bybit-mexc, %",,1742241534.8788862
0.0,0.0,0.000886524822695,-0.0003063411311579,-5.7120009139258586e-05,-0.0006285257978929,0.0,-0.001123595505618,0.0013422818791946,-7.700007700000697e-05,0.0,-0.0002965724696013,"bybit-bitget, %",,1742241534.8788862
-0.0004227882887643,-0.0005882352941176,0.0005316321105794,-0.0005713994667411,-0.0006288229577545,-0.0004947051093762,-0.0012755102040816,-0.0003745318352059,0.000268744961032,-0.0002310180194053,-0.0007880220646177,-0.0005509408374301,"okx-binance, %",,1742241534.8788862
-0.0009512736497199,-0.0002941176470588,0.0005316321105794,-0.0002847521388983,-0.0008003201280512,-0.0002576589111334,-0.0012755102040816,0.0,-0.0010749798441278,-7.70060064684345e-05,-0.0007880220646177,-0.0002966604509239,"okx-bybit, %",,1742241534.8788862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"okx-okx, %",,1742241534.8788862
-0.0003170912165733,0.0001176470588235,0.0012404749246854,-5.567117524216475e-05,-0.0003429943405934,-7.729767334007933e-05,-0.0005102040816325,0.0001123595505617,-0.0009406073636119,3.850300323443612e-05,0.0,-0.0001313781996949,"okx-kucoin, %",,1742241534.8788862
-0.0014797590106753,-0.0004117647058823,0.0120503278398015,-0.0006504051558615,-0.0003429943405934,-0.0007575171987323,-0.0009920634920634,-0.000749063670412,0.000268744961032,0.0,-0.0007880220646177,-0.0001695202576707,"okx-bitrue, %",,1742241534.8788862
-0.0009512736497199,-0.0002647058823528,0.0005316321105794,-0.0005886930658589,-0.0005716572343222,-0.0006080750302749,-0.0006377551020408,0.0,-0.0004031174415479,0.0,-0.0001970055161544,-0.0001822342769961,"okx-gateio, %",,1742241534.8788862
-0.0012789345735123,-0.0002941176470588,0.0004961899698742,-0.0003664821621263,-5.716572343228721e-06,-0.0005462368916028,-0.0006519274376417,0.0001872659176028,1.7199677506066266e-05,0.0003018635453567,0.0,-0.0003390405153415,"okx-htx, %",,1742241534.8788862
-0.0004756368248599,0.0001764705882353,-0.000708842814106,-0.0004465538950278,0.0001086148745211,-0.0008193553374044,-0.0012755102040816,0.0023595505617977,-0.0007524858908894,0.0,-0.0023640661938533,-6.780810306838447e-05,"okx-cryptocom, %",,1742241534.8788862
-0.0020082443716309,0.0,0.0005316321105794,-0.0007400712827941,5.7165723432287205e-05,-0.0008605807631857,-0.0012755102040816,0.0003745318352059,0.000268744961032,0.0,-0.0007880220646177,-0.0001271401932531,"okx-mexc, %",,1742241534.8788862
-0.0009512736497199,-0.0002941176470588,0.0014176856282119,-0.0005911805013485,-0.0008574858514835,-0.000886346654299,-0.0012755102040816,-0.001123595505618,0.000268744961032,-0.0001540120129368,-0.0007880220646177,-0.0005933209018478,"okx-bitget, %",,1742241534.8788862
-0.0001056635672019,-0.000705965407695,-0.0007097232079489,-0.0005156995818971,-0.0002857306131778,-0.0004173751739062,-0.0007649158592555,-0.0004869460988124,0.0012082158679017,-0.0002695314004081,-0.0007880220646177,-0.0004195075235919,"kucoin-binance, %",,1742241534.8788862
-0.0006339814032121,-0.0004118131544888,-0.0007097232079489,-0.0002290682111596,-0.0004571689810846,-0.0001803472973668,-0.0007649158592555,-0.0001123721766489,-0.0001342462075445,-0.0001155134573178,-0.0007880220646177,-0.0001652605395968,"kucoin-bybit, %",,1742241534.8788862
0.000316990701606,-0.0001176609012825,-0.0012420156139105,5.566807613494285e-05,0.0003428767358135,7.729169887158806e-05,0.0005099439061702,-0.0001123721766489,0.0009397234528124,-3.850448577277636e-05,0.0,0.0001313609417309,"kucoin-okx, %",,1742241534.8788862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kucoin-kucoin, %",,1742241534.8788862
-0.0011622992392222,-0.0005294740557712,0.0108232789212207,-0.0005947008729228,0.0,-0.0006801669500695,-0.0004816136891608,-0.0008615200209761,0.0012082158679017,-3.850448577277636e-05,-0.0007880220646177,-3.8137047599146336e-05,"kucoin-bitrue, %",,1742241534.8788862
-0.0006339814032121,-0.0003823979291681,-0.0007097232079489,-0.0005329922183136,-0.0002285844905422,-0.0005307363322512,-0.0001274859765426,-0.0001123721766489,0.0005369848301785,-3.850448577277636e-05,-0.0001970055161544,-5.084939679898723e-05,"kucoin-gateio, %",,1742241534.8788862
-0.0009615384615384,-0.0004118131544888,-0.0007452093683463,-0.0003107936846344,0.0003371621235499,-0.0004689029731539,-0.0001416510850473,7.491478443269954e-05,0.0009569069673782,0.0002633706826845,0.0,-0.0002076350369292,"kucoin-htx, %",,1742241534.8788862
-0.000158495350803,5.883045064119841e-05,-0.0019517388218595,-0.0003908609600966,0.000451454368821,-0.0007420003091668,-0.0007649158592555,0.0022474435329813,0.0001879446905625,-3.850448577277636e-05,-0.0023640661938533,6.356174599882812e-05,"kucoin-cryptocom, %",,1742241534.8788862
-0.0016906170752324,-0.0001176609012825,-0.0007097232079489,-0.0006843620083146,0.0004000228584491,-0.0007832225485649,-0.0007649158592555,0.0002622017455145,0.0012082158679017,-3.850448577277636e-05,-0.0007880220646177,4.2374497332803e-06,"kucoin-mexc, %",,1742241534.8788862
-0.0006339814032121,-0.0004118131544888,0.0001774308019871,-0.0005354795153324,-0.0005143151037202,-0.0008089864481887,-0.0007649158592555,-0.0012360939431396,0.0012082158679017,-0.000192522428863,-0.0007880220646177,-0.0004618820209245,"kucoin-bitget, %",,1742241534.8788862
0.0010554089709762,-0.0001763979537837,-0.0116591928251121,7.895433681272358e-05,-0.0002857306131778,0.0002626131553742,-0.0002831657935722,0.0003742514970061,0.0,-0.0002310180194053,0.0,-0.0003813559322034,"bitrue-binance, %",,1742241534.8788862
0.000527704485488,0.0001175986358557,-0.0116591928251121,0.0003654153489362,-0.0004571689810846,0.0004994799229668,-0.0002831657935722,0.000748502994012,-0.0013440860215053,-7.70060064684345e-05,0.0,-0.0001271186440678,"bitrue-bybit, %",,1742241534.8788862
0.0014775725593666,0.0004115952254953,-0.0121973094170403,0.0006499824039548,0.0003428767358135,0.0007569438007847,0.0009910802775024,0.000748502994012,-0.000268817204301,0.0,0.000787401574803,0.0001694915254237,"bitrue-okx, %",,1742241534.8788862
0.0011609498680737,0.0005291938613512,-0.0109417040358744,0.0005943474139969,0.0,0.0006797046374393,0.0004813818490726,0.0008607784431137,-0.0012096774193548,3.850300323443612e-05,0.000787401574803,3.813559322021248e-05,"bitrue-kucoin, %",,1742241534.8788862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bitrue-bitrue, %",,1742241534.8788862
0.000527704485488,0.0001469982948198,-0.0116591928251121,6.167197822998584e-05,-0.0002285844905422,0.0001493290491343,0.0003539572419651,0.000748502994012,-0.0006720430107526,0.0,0.0005905511811022,-1.271186440686294e-05,"bitrue-gateio, %",,1742241534.8788862
0.0002005277044853,0.0001175986358557,-0.0116950672645739,0.0002837384487852,0.0003371621235499,0.0002111203798107,0.0003397989522865,0.0009356287425149,-0.0002516129032258,0.0003018635453567,0.000787401574803,-0.0001694915254237,"bitrue-htx, %",,1742241534.8788862
0.0010026385224273,0.000587993179279,-0.012914798206278,0.0002037187611011,0.000451454368821,-6.179133067636699e-05,-0.0002831657935722,0.0031062874251497,-0.001021505376344,0.0,-0.0015748031496063,0.0001016949152541,"bitrue-cryptocom, %",,1742241534.8788862
-0.0005277044854882,0.0004115952254953,-0.0116591928251121,-8.960784552782196e-05,0.0004000228584491,-0.0001029855511272,-0.0002831657935722,0.001122754491018,0.0,0.0,0.0,4.237288135583345e-05,"bitrue-mexc, %",,1742241534.8788862
